brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
LENOVO,Lenovo ThinkPad T14 Gen 3 AMD,14 Inches,,2 TB,AMD Ryzen 7,16 GB,Windows 11 Pro,"Anti-glare,Backlit Kyb,Fingerprint Reader",Integrated,AMD Radeon 680M,,5.0,1269.0,56,71064.0,284.0
HP,ELITEBOOK 820G3,12.5 Inches,,512 GB,Core i5,16 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,Integrated,Integrated Graphics,2.4 GHz,4.0,599.95,63,37796.85,163.0
MSI,Modern 14 B11MO-857,14 Inches,Beige Mousse,512 GB,Core i5,8 GB,Win 10 Multi-language /Free upgrade to Win 11,"Multi Touch, Intel 9560 Jefferson Peak (2x2 802.11 ac), White backlight 84 Key",Integrated,,,2.0,589.99,65,38349.35,437.0
DELL,E6540,15.6 Inches,,500 GB,Core i7,8 GB,Windows 7 Professional,HD Audio,Dedicated,AMD Radeon HD 8790M,,3.7,154.89,35,5421.15,460.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,589.99,41,24189.59,171.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,479.99,63,30239.37,102.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,639.99,54,34559.46,491.0
DELL,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,Integrated,AMD Radeon Graphics,,,377.91,55,20785.05,81.0
LG,17Z90R-N.APC5U1,17 Inches,Obsidian Black,512 GB,Core i7,8 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,389.99,64,24959.36,316.0
HP,Spectre x360,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11 Home,"Fingerprint,Pen",Integrated,Intel Iris Xe Graphics,,,389.99,48,18719.52,172.0
MSI,Raider GE76 12UE,17.3 Inches,Titanium Blue-Black-Dark Blue-Black,4 TB,Intel Core i9,64 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,2778.0,51,141678.0,367.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1699.0,65,110435.0,235.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1599.0,60,95940.0,352.0
DELL,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,1590.99,21,33410.79,269.0
ASUS,VivoBook,15.6 Inches,Gray,512 GB,Core i3 Family,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,,3.8,2324.99,55,127874.45,486.0
DELL,DELL XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Core i7,32 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,1.0,459.99,39,17939.61,190.0
ACER,,14 Inches,Pure Silver,512 GB,,16 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,1.7 GHz,,2427.19,35,84951.65,385.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,999.99,31,30999.69,161.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,743.66,45,33464.7,359.0
TOUGHBOOK,CF-54 MK1,14 Inches,grey,512 GB,Intel Core i5,8 GB,Windows 10 Pro,Anti Glare Coating,Integrated,,,3.3,999.99,63,62999.37,234.0
LENOVO,Yoga,14 Inches,Dark Moss,512 GB,Intel Core i5-1135G7,12 GB,Windows 10 Home,Fingerprint reader,Integrated,,,3.8,589.99,24,14159.76,159.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,639.99,60,38399.4,469.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,2548.37,13,33128.81,424.0
DELL,LATITUDE E6540,15.6 Inches,Silver,1000 GB,Core i7,16 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,1199.0,63,75537.0,403.0
SAMSUNG,XE303C12,11.6 Inches,Silver,16 GB,,2 GB,Chrome OS,Stereo,Integrated,Intel Graphics Integrated,,3.7,389.99,31,12089.69,131.0
DELL,Dell Latitude 14 5000 E5470,14 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Anti Glare,Integrated,,,5.0,589.99,40,23599.6,292.0
DELL,Dell Latitude,15.6 Inches,,320 GB,Core i3,4 GB,Windows 7,,Integrated,Intel HD Graphics 3000,2.4 GHz,4.3,999.99,55,54999.45,265.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1303.23,14,18245.22,177.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,1566.99,58,90885.42,174.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,1036.82,23,23846.86,142.0
DELL,Precision 5000,14 Inches,Mist Blue,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,RTX A1000,,,,1599.0,14,22386.0,99.0
DELL,Inspiron,14 Inches,Silver,2 TB,Core i7,64 GB,Windows 11 Home,Backlit Kb,Integrated,,,5.0,1899.0,23,43677.0,390.0
HP,EliteBook Folio,14 Inches,,256 GB,Core i5-4210U,4 GB,Windows 10 64 Bit-Multi-Language Supports English/Spanish/French,,Integrated,Intel HD Integrated Graphics,1.7 GHz,5.0,226.0,54,12204.0,497.0
DELL,Latitude Rugged 5420 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,,1341.77,36,48303.72,313.0
LENOVO,ThinkPad X1 Nano Gen1,13 Inches,Black Paint,256 GB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,,,5.0,639.99,19,12159.81,491.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1399.81,17,23796.77,485.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,639.99,30,19199.7,431.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,876.99,49,42972.51,408.0
DELL,Dell Latitude,14 Inches,,,8032,8 GB,Windows 10,Speakers,Integrated,Intel UHD 620 Graphics,,4.7,1599.0,56,89544.0,341.0
ACER,Acer Swift 3 SF313-52-526M,15.6 Inches,,256 GB,Core i5,8 GB,Windows 10 Home,,Integrated,,1.1 GHz,,2268.99,23,52186.77,438.0
LENOVO,,15.6 Inches,Grey,128 GB,Pentium,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5,639.99,27,17279.73,489.0
ACER,PT516-52s-73YD,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8,1699.0,22,37378.0,467.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,2528.9,54,136560.6,367.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1188.2,52,61786.4,275.0
DELL,Latitude 9000,14 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,"Anti-smudge, Corning Gorilla Glass",Iris Xe Graphics,Intel Iris Xe Graphics,,,1699.0,54,91746.0,142.0
LENOVO,ThinkPad X13 Gen 3,13.3 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,1699.0,55,93445.0,460.0
HP,B09HSNNCQL,15.6 Inches,,128 GB,Athlon,4 GB,Windows 10 Home,Micro-edge Bezel,Integrated,AMD Athlon,,5.0,1599.0,47,75153.0,380.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1099.99,22,24199.78,446.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1699.0,19,32281.0,108.0
DELL,Inspiron 3511,15.6 Inches,,256 GB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,1239.81,58,71908.98,134.0
DELL,Dell 5000,14 Inches,Platinum Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,589.99,39,23009.61,405.0
LENOVO,ThinkPad P1 Gen 4,16 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10 Pro,Anti-glare Screen,T1200,,,,762.19,17,12957.23,363.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1699.0,56,95144.0,317.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1409.0,23,32407.0,384.0
ACER,CB3-111,11.6 Inches,Moonstone White,16 GB,Celeron,16 GB,Chrome OS,,Integrated,Intel HD Graphics,,4.4,1699.0,55,93445.0,419.0
COMPUTER UPGRADE KING,,17 Inches,,2000 GB,Intel Core i7,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,3.7 GHz,,999.99,17,16999.83,223.0
DELL,Latitude 5420,14 Inches,Gray,2 TB,Core i5 Family,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7,1399.95,29,40598.55,270.0
MSI,Raider GE76 12UHS-255,17.3 Inches,Titanium Blue,1 TB,Core i7,32 GB,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8,389.99,24,9359.76,283.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,33,19469.67,471.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,2622.99,63,165248.37,327.0
HP,HP Envy,13.3 Inches,Natural Silver,1 TB,Intel Core i7-1165G7,16 GB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,3.8,1599.0,36,57564.0,402.0
DELL,Precision 3000,15.6 Inches,,512 GB,Core i7,16 GB,Windows 11,Microphone,RTX A500,NVIDIA RTX A500,,5.0,1641.99,56,91951.44,296.0
DELL,Latitude,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,764.99,40,30599.6,355.0
DELL,Latitude E6400,14.1 Inches,Silver,160 GB,Core 2 Duo,,Windows 7 Professional,,Dedicated,,2.53 GHz,3.8,796.78,64,50993.92,359.0
DELL,Precision 7670 Laptop,16 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,1032.65,52,53697.8,227.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,999.99,62,61999.38,415.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,1299.99,63,81899.37,85.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,2815.3,15,42229.5,382.0
LG,17Z95P-K.AAB9U1,17 Inches,Black,2 TB,Core i7 Family,16 GB,Windows 11,Alexa,Integrated,,,4.4,2877.06,30,86311.8,364.0
CTL,Chromebook,14 Inches,,64 GB,Celeron,8 GB,Chrome OS,Information Not Available,UHD Graphics,Intel UHD Graphics,,,1659.67,14,23235.38,102.0
DELL,V7620,16 Inches,Black,512 GB,Core i7 Family,24 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,1771.99,37,65563.63,485.0
HP,HP Notebook,15.6 Inches,Black,,Celeron,16 GB,Windows 10,,,,,4.1,1599.0,61,97539.0,233.0
HP,Elite x360 1040 G9,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,639.99,61,39039.39,131.0
DELL,Dell Precision,13.4 Inches,,1 TB,Core i7 Family,16 GB,Windows 10 Pro,Fingerprint,Integrated,XPS9300-7909SLV-PUS,,4.7,1589.67,47,74714.49,142.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1699.0,17,28883.0,132.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1529.0,21,32109.0,265.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,764.99,57,43604.43,423.0
HP,ProBook x360,11.6 Inches,,,Celeron,4 GB,Windows 11 Pro,Information Not Available,UHD Graphics,Intel UHD Graphics,2.8 GHz,,2567.99,40,102719.6,389.0
DELL,VXDV2,14 Inches,,256 GB,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,2.6 GHz,,589.99,58,34219.42,338.0
DELL,Latitude 3000,11.6 Inches,,,Celeron,4 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,1.1 GHz,2.3,899.99,54,48599.46,117.0
DELL,Latitude 9000,14 Inches,,,Core i7,16 GB,Windows 10 Pro,,,,,,730.99,19,13888.81,160.0
DELL,Latitude 5000,14 Inches,Carbon Fiber,128 GB,Celeron,4 GB,Chrome OS,Anti-glare Screen,UHD Graphics 610,,,4.5,639.99,28,17919.72,458.0
HP,EliteBook 840 G8,14 Inches,,256 GB,Core i7,16 GB,Windows 11 Pro,"Anti-glare Screen, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,,459.99,28,12879.72,300.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,449.0,60,26940.0,399.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,1699.0,17,28883.0,212.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,315.0,46,14490.0,110.0
DELL,Latitude 5530 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,,639.99,23,14719.77,249.0
DELL,Precision 3550,13.3 Inches,,512 GB,Core i7,,Windows 10 Pro (English/French/Spanish),,Integrated,Intel HD Graphics 520,1.8 GHz,,474.98,37,17574.26,203.0
HP,EliteBook 1040 G9,14 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,,511.92,16,8190.72,386.0
DELL,Dell Inspiron,11.6 Inches,Gray,32 GB,AMD A Series,4 GB,Windows 10,,Dedicated,AMD Radeon R4,,3.7,589.99,15,8849.85,125.0
LG,14T90P-K.AAG9U1,14 Inches,Green,1 TB,Core i7 Family,16 GB,Windows 11 Home,Pen,Intel XE,,,4.5,1599.0,19,30381.0,295.0
LENOVO,Lenovo Legion 5,17.3 Inches,Black,1 TB,Ryzen 7 5800H,64 GB,Windows 11 Home,"Anti-glare,Backlit Kb",Dedicated,,,3.8,639.99,19,12159.81,266.0
DELL,Latitude 9000,15 Inches,Anodized Titan Gray,256 GB,Core i5 Family,16 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",Iris Xe Graphics,,,,669.0,22,14718.0,107.0
DELL,Dell Latitude,13.3 Inches,,256 GB,Core i5,8 GB,Windows 10 Pro,,Integrated,,2.6 GHz,5.0,389.99,13,5069.87,356.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,1594.95,61,97291.95,135.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,220.69,58,12800.02,189.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1702.99,20,34059.8,385.0
ACER,Chromebook Spin 511 R753T,11.6 Inches,Shale Black,64 GB,Celeron,8 GB,Chrome OS,,UHD Graphics,Intel UHD Graphics,,2.9,999.99,15,14999.85,303.0
DELL,Dell Precision,17.3 Inches,,512 GB,Core i7 Family,16 GB,Windows 10 Pro,,Dedicated,,2.6 GHz,5.0,379.99,28,10639.72,344.0
LENOVO,Lenovo ThinkPad X1 Yoga I5,14 Inches,Gray,256 GB,Core i5,8 GB,Windows 10 Pro,"Fingerprint,Pen",Integrated,,,5.0,589.99,40,23599.6,251.0
DELL,Precision 5470 Laptop,14 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Nvidia RTX A1000,,,1599.0,20,31980.0,201.0
DELL,Latitude 7000,14 Inches,Carbon Fiber,256 GB,Core i5,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,2005.99,17,34101.83,369.0
DELL,Precision 3000,15.6 Inches,Titan Gray,512 GB,Core i7,16 GB,Windows 10 Pro,Anti-glare Screen,T550,,,,2085.99,51,106385.49,134.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,389.99,27,10529.73,458.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,2436.99,58,141345.42,451.0
HP,EliteBook 630 G10,13.3 Inches,,256 GB,Core i3,8 GB,Windows 11 Pro,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,639.99,62,39679.38,266.0
HP,HP14CA000NR,14 Inches,,,Celeron,4 GB,Chrome OS,HD Audio,Integrated,Intel HD Graphics 500,1.1 GHz,4.5,798.94,46,36751.24,424.0
LENOVO,20YGS02Q00,15.6 Inches,Black,,Core i7,8 GB,Windows 10,,Dedicated,AMD Radeon Graphics 5500,,5.0,639.99,35,22399.65,435.0
DELL,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,798.0,61,48678.0,351.0
DELL,Laitude E6540,15.6 Inches,Silver,500 GB,Core i5-4200M,8 GB,Win 10 Pro 64 Bit Multi-Language Support English/French/Spanish(Renewed),,Integrated,Integrated Graphics,,,1939.99,25,48499.75,474.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,499.99,65,32499.35,293.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,748.47,52,38920.44,346.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,2948.99,27,79622.73,255.0
DELL,PKV7Y,15.6 Inches,,,Core i7,32 GB,Windows Pro,,Dedicated,NVIDIA Quadro T1000,,,1963.3,21,41229.3,435.0
DELL,Precision 7670 Laptop,16 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,Nvidia RTX A1000,,,2499.0,46,114954.0,486.0
LENOVO,ThinkStation P348,,Black,,Core i7,16 GB,Windows 11 Pro,,,,,,2945.99,13,38297.87,82.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,999.99,16,15999.84,119.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1599.0,47,75153.0,441.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,389.99,42,16379.58,288.0
DELL,F2WJ0,14 Inches,,256 GB,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,,1.7 GHz,5.0,999.99,38,37999.62,249.0
DELL,Dell Latitude 7214 Rugged Laptop 2 In 1,11.6 Inches,Black,512 GB,Intel Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,,3.9,1699.0,39,66261.0,185.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,48,76752.0,94.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,779.95,30,23398.5,230.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,135.49,35,4742.15,466.0
DELL,Dell Latitude,14 Inches,,,8032,8 GB,Windows 10,Speakers,Integrated,Intel UHD 620 Graphics,,4.7,589.99,20,11799.8,166.0
ACER,Acer Swift 3 SF313-52-526M,15.6 Inches,,256 GB,Core i5,8 GB,Windows 10 Home,,Integrated,,1.1 GHz,,639.99,64,40959.36,110.0
LENOVO,,15.6 Inches,Grey,128 GB,Pentium,12 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,2 GHz,4.5,266.98,56,14950.88,133.0
ACER,PT516-52s-73YD,16 Inches,Gray,1 TB,Core i7,16 GB,Windows 11 Home,Anti Glare Coating,Dedicated,,,2.8,2249.99,49,110249.51,390.0
LENOVO,Yoga 710,15.6 Inches,Black,256 GB,Intel Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,,4.2,589.99,48,28319.52,411.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,3599.0,56,201544.0,136.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,1377.76,63,86798.88,275.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,589.99,31,18289.69,99.0
DELL,DELL-XPS-9720,17 Inches,Platinum Silver,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"Backlit Kb,Fingerprint",Dedicated,,,5.0,459.99,29,13339.71,458.0
DELL,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,877.88,34,29847.92,397.0
LENOVO,Thinkpad,15.6 Inches,,500 GB,Core i7,,Windows 7,Fingerprint Reader,,Intel HD Graphics;NVIDIA Optimus Graphics,2.6 GHz,3.4,1958.99,42,82277.58,281.0
LENOVO,ThinkPad P16s G1,16 Inches,,1 TB,Ryzen 7,32 GB,Windows 11 Pro,Anti-glare Screen,Radeon 680M,AMD Radeon 680M,,1.0,2129.99,45,95849.55,248.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,708.99,43,30486.57,191.0
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,389.99,20,7799.8,489.0
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,999.99,59,58999.41,136.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,389.99,65,25349.35,243.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,2499.0,42,104958.0,215.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,459.99,55,25299.45,347.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,508.99,22,11197.78,373.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,1150.99,20,23019.8,340.0
DELL,Inspiron 3511,15.6 Inches,,256 GB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,459.99,28,12879.72,434.0
DELL,Dell 5000,14 Inches,Platinum Silver,2 TB,Core i7 Family,64 GB,Windows 11 Pro,"Backlit Keyboard,Fingerprint",Dedicated,,,,899.99,13,11699.87,85.0
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1599.0,59,94341.0,315.0
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,589.99,60,35399.4,286.0
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,899.99,46,41399.54,345.0
ACER,CB3-111,11.6 Inches,Moonstone White,16 GB,Celeron,16 GB,Chrome OS,,Integrated,Intel HD Graphics,,4.4,699.99,15,10499.85,149.0
COMPUTER UPGRADE KING,,17 Inches,,2000 GB,Intel Core i7,64 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,3.7 GHz,,2807.93,52,146012.36,127.0
DELL,Latitude 5420,14 Inches,Gray,2 TB,Core i5 Family,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,,,4.7,1099.99,21,23099.79,499.0
MSI,Raider GE76 12UHS-255,17.3 Inches,Titanium Blue,1 TB,Core i7,32 GB,Windows 11 Home,Anti-glare Screen,Dedicated,,,3.8,999.99,31,30999.69,139.0
DELL,Dell Inspiron 15 3520,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Iris Xe Graphics,,4.0,2699.0,61,164639.0,316.0
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,1816.99,19,34522.81,416.0
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,622.04,54,33590.16,274.0
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,470.04,22,10340.88,400.0
HP,HP Chromebook,14 Inches,Blue,64 MB,Celeron N4020,4 GB,Windows 10 S,,Integrated,Intel UHD Graphics 600,,4.3,1715.99,29,49763.71,394.0
